id,value,LeastPrivilegeRole,adminConsentDescription,adminConsentDisplayName
ad902697-1014-4ef5-81ef-2b4301988e8c,Policy.ReadWrite.ConditionalAccess,Conditional Access Administrator,Allows the app to read and write your organization's conditional access policies on behalf of the signed-in user.,Read and write your organization's conditional access policies
4d135e65-66b8-41a8-9f8b-081452c91774,Policy.ReadWrite.ConsentRequest,Application Administrator,Allows the app to read and write your organization's consent requests policy on behalf of the signed-in user.,Read and write consent request policy
014b43d0-6ed4-4fc6-84dc-4b6f7bae7d85,Policy.ReadWrite.CrossTenantAccess,Conditional Access Administrator,Allows the app to read and write your organization's cross tenant access policies on behalf of the signed-in user.,Read and write your organization's cross tenant access policies
9ef7463f-1d39-406f-89ea-3483a4645e1c,Policy.ReadWrite.CrossTenantCapability,Global Administrator,Allows the app to read and write your organization's M365 cross tenant access capabilities on behalf of the signed-in user.,Read and write your organization's M365 cross tenant access capabilities
40b534c3-9552-4550-901b-23879c90bcf9,Policy.ReadWrite.DeviceConfiguration,Intune Administrator,"Allows the app to read and write your organization's device configuration policies on behalf of the signed-in user.  For example, device registration policy can limit initial provisioning controls using quota restrictions, additional authentication and authorization checks.",Read and write your organization's device configuration policies
b5219784-1215-45b5-b3f1-88fe1081f9c0,Policy.ReadWrite.ExternalIdentities,Global Administrator,"Allows the application to read and update the organization's external identities policy on behalf of the signed-in user.  For example, external identities policy controls if users invited to access resources in your organization via B2B collaboration or B2B direct connect are allowed to self-service leave.",Read and write your organization's external identities policy
92a38652-f13b-4875-bc77-6e1dbb63e1b2,Policy.ReadWrite.FeatureRollout,User Administrator,Allows the app to read and write your organization's feature rollout policies on behalf of the signed-in user. Includes abilities to assign and remove users and groups to rollout of a specific feature.,Read and write your organization's feature rollout policies
be1be369-4540-4ac9-8928-79de99f70d8f,Policy.ReadWrite.FedTokenValidation,Global Administrator,Allows the application to read and update the organization's federated token validation policy on behalf of the signed-in user.,Read and write your organization's federated token validation policy
7256e131-3efb-4323-9854-cf41c6021770,Policy.ReadWrite.IdentityProtection,Security Administrator,Allows the app to read and write your organizationï¿½??s identity protection policy on behalf of the signed-in user.,Read and write your organizationï¿½??s identity protection policy 
a8ead177-1889-4546-9387-f25e658e2a79,Policy.ReadWrite.MobilityManagement,Intune Administrator,"Allows the app to read and write your organization's mobility management policies on behalf of the signed-in user.  For example, a mobility management policy can set the enrollment scope for a given mobility management application.",Read and write your organization's mobility management policies
2672f8bb-fd5e-42e0-85e1-ec764dd2614e,Policy.ReadWrite.PermissionGrant,Permissions Management Administrator,"Allows the app to manage policies related to consent and permission grants for applications, on behalf of the signed-in user.",Manage consent and permission grant policies
0b2a744c-2abf-4f1e-ad7e-17a087e2be99,Policy.ReadWrite.SecurityDefaults,Conditional Access Administrator,Allows the app to read and write your organization's security defaults policy on behalf of the signed-in user.,Read and write your organization's security defaults policy
cefba324-1a70-4a6e-9c1d-fd670b7ae392,Policy.ReadWrite.TrustFramework,Global Administrator,Allows the app to read and write your organization's trust framework policies on behalf of the signed-in user.,Read and write your organization's trust framework policies
d69c2d6d-4f72-4f99-a6b9-663e32f8cf68,PrintConnector.Read.All,Printer Administrator,Allows the application to read print connectors on behalf of the signed-in user.,Read print connectors
79ef9967-7d59-4213-9c64-4b10687637d8,PrintConnector.ReadWrite.All,Printer Administrator,Allows the application to read and write print connectors on behalf of the signed-in user.,Read and write print connectors
90c30bed-6fd1-4279-bf39-714069619721,Printer.Create,Printer Administrator,Allows the application to create (register) printers on behalf of the signed-in user.ï¿½ï¿½,Register printersï¿½?ï¿½ï¿½
93dae4bd-43a1-4a23-9a1a-92957e1d9121,Printer.FullControl.All,Printer Administrator,"Allows the application to create (register), read, update, and delete (unregister) printers on behalf of the signed-in user.ï¿½ï¿½","Register, read, update, and unregister printers"
3a736c8a-018e-460a-b60c-863b2683e8bf,Printer.Read.All,Printer Administrator,Allows the application to read printers on behalf of the signed-in user.ï¿½ï¿½,Read printers
89f66824-725f-4b8f-928e-e1c5258dc565,Printer.ReadWrite.All,Printer Administrator,Allows the application to read and update printers on behalf of the signed-in user.ï¿½ï¿½Does not allow creating (registering) or deleting (unregistering) printers.,Read and update printers
06ceea37-85e2-40d7-bec3-91337a46038f,PrinterShare.ReadWrite.All,Printer Administrator,Allows the application to read and update printer shares on behalf of the signed-in user.ï¿½ï¿½,Read and write printer shares
afdd6933-a0d8-40f7-bd1a-b5d778e8624b,PrintJob.Read.All,Printer Administrator,Allows the application to read the metadata and document content of print jobs on behalf of the signed-in user.ï¿½ï¿½,Read print jobs
04ce8d60-72ce-4867-85cf-6d82f36922f3,PrintJob.ReadBasic.All,Helpdesk Administrator,Allows the application to read the metadata of print jobs on behalf of the signed-in user.ï¿½ï¿½Does not allow access to print job document content.,Read basic information of print jobs
036b9544-e8c5-46ef-900a-0646cc42b271,PrintJob.ReadWrite.All,Printer Administrator,Allows the application to read and update the metadata and document content of print jobs on behalf of the signed-in user.ï¿½ï¿½,Read and write print jobs
3a0db2f6-0d2a-4c19-971b-49109b19ad3d,PrintJob.ReadWriteBasic.All,Printer Administrator,Allows the application to read and update the metadata of print jobs on behalf of the signed-in user.ï¿½ï¿½Does not allow access to print job document content.,Read and write basic information of print jobs
490f32fd-d90f-4dd7-a601-ff6cdc1a3f6c,PrintSettings.Read.All,Printer Administrator,Allows the application to read tenant-wide print settings on behalf of the signed-in user.,Read tenant-wide print settings
9ccc526a-c51c-4e5c-a1fd-74726ef50b8f,PrintSettings.ReadWrite.All,Printer Administrator,Allows the application to read and write tenant-wide print settings on behalf of the signed-in user.,Read and write tenant-wide print settings
b3a539c9-59cb-4ad5-825a-041ddbdc2bdb,PrivilegedAccess.Read.AzureAD,Global Reader,"Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles, on behalf of the signed-in user.",Read privileged access to Azure AD
d329c81c-20ad-4772-abf9-3f6fdb7e5988,PrivilegedAccess.Read.AzureADGroup,Privileged Role Administrator,"Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on behalf of the signed-in user.",Read privileged access to Azure AD groups
1d89d70c-dcac-4248-b214-903c457af83a,PrivilegedAccess.Read.AzureResources,Privileged Role Administrator,"Allows the app to read time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) on behalf of the signed-in user.",Read privileged access to Azure resources
3c3c74f5-cdaa-4a97-b7e0-4e788bfcfb37,PrivilegedAccess.ReadWrite.AzureAD,Privileged Role Administrator,"Allows the app to request and manage just in time elevation (including scheduled elevation) of users to Azure AD built-in administrative roles, on behalf of signed-in users.",Read and write privileged access to Azure AD
32531c59-1f32-461f-b8df-6f8a3b89f73b,PrivilegedAccess.ReadWrite.AzureADGroup,Privileged Role Administrator,"Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on behalf of the signed-in user.",Read and write privileged access to Azure AD groups
a84a9652-ffd3-496e-a991-22ba5529156a,PrivilegedAccess.ReadWrite.AzureResources,Privileged Role Administrator,"Allows the app to request and manage time-based assignment and just-in-time elevation of user privileges to manage Azure resources (like subscriptions, resource groups, storage, compute) on behalf of the signed-in users.",Read and write privileged access to Azure resources
02a32cc4-7ab5-4b58-879a-0586e0f7c495,PrivilegedAssignmentSchedule.Read.AzureADGroup,Groups Administrator,"Allows the app to read time-based assignment schedules for access to Azure AD groups, on behalf of the signed-in user.",Read assignment schedules for access to Azure AD groups
06dbc45d-6708-4ef0-a797-f797ee68bf4b,PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup,Privileged Role Administrator,"Allows the app to read, create, and delete time-based assignment schedules for access to Azure AD groups, on behalf of the signed-in user.","Read, create, and delete assignment schedules for access to Azure AD groups"
ca5fe595-68ff-4dfd-907d-4509501a0e49,PrivilegedAssignmentSchedule.Remove.AzureADGroup,Groups Administrator,"Allows the app to delete time-based assignment schedules for access to Azure AD groups, on behalf of the signed-in user.",Delete assignment schedules for access to Azure AD groups
8f44f93d-ecef-46ae-a9bf-338508d44d6b,PrivilegedEligibilitySchedule.Read.AzureADGroup,Privileged Role Administrator,"Allows the app to read time-based eligibility schedules for access to Azure AD groups, on behalf of the signed-in user.",Read eligibility schedules for access to Azure AD groups
ba974594-d163-484e-ba39-c330d5897667,PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup,Privileged Role Administrator,"Allows the app to read, create, and delete time-based eligibility schedules for access to Azure AD groups, on behalf of the signed-in user.","Read, create, and delete eligibility schedules for access to Azure AD groups"
c5ea9ab4-9b41-4c09-a400-53e652fb5096,PrivilegedEligibilitySchedule.Remove.AzureADGroup,Privileged Role Administrator,"Allows the app to delete time-based eligibility schedules for access to Azure AD groups, on behalf of the signed-in user.",Delete eligibility schedules for access to Azure AD groups
469cd065-729e-4dee-b1fa-d92e0fab6310,ProfilePhoto.Read.All,Directory Readers,"Allows the app to read all profile photos of users and groups, on behalf of the signed-in user.",Read profile photo of a user or group
f5b24df7-511e-48bb-ae88-643f023b55e1,ProfilePhoto.ReadWrite.All,User Administrator,"Allows the app to read and write all profile photos of users and groups, on behalf of the signed-in user.",Read and write profile photo of a user or group
c492a2e1-2f8f-4caa-b076-99bbf6e40fe4,ProgramControl.Read.All,Directory Readers,Allows the app to read programs and program controls that the signed-in user has access to in the organization.,Read all programs that user can access
50fd364f-9d93-4ae1-b170-300e87cccf84,ProgramControl.ReadWrite.All,Application Administrator,"Allows the app to read, update, delete and perform actions on programs and program controls that the signed-in user has access to in the organization.",Manage all programs that user can access
04a4b2a2-3f26-4fc8-87ee-9c46e68db175,PublicKeyInfrastructure.Read.All,Global Reader,"Allows the application to read certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, on behalf of the signed-in user.",Read certificate based authentication configurations
3591b7f3-dba8-4bad-b667-7a64bd4f2b83,PublicKeyInfrastructure.ReadWrite.All,Privileged Role Administrator,"Allows the application to read  and write certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, on behalf of the signed-in user.",Read and write certificate based authentication configurations
07f995eb-fc67-4522-ad66-2b8ca8ea3efd,RecordsManagement.Read.All,Global Reader,"Allows the application to read any data from Records Management, such as configuration, labels, and policies on behalf of the signed-in user.","Read Records Management configuration,ï¿½ï¿½labels, and policies"
f2833d75-a4e6-40ab-86d4-6dfe73c97605,RecordsManagement.ReadWrite.All,Compliance Administrator,"Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies on behalf of the signed-in user.","Read and write Records Management configuration, labels, and policies"
02e97553-ed7b-43d0-ab3c-f8bace0d040c,Reports.Read.All,Reports Reader,Allows an app to read all service usage reports on behalf of the signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory.,Read all usage reports
84fac5f4-33a9-4100-aa38-a20c6d29e5e7,ReportSettings.Read.All,Reports Reader,"Allows the app to read admin report settings, such as whether to display concealed information in reports, on behalf of the signed-in user",Read admin report settings
b955410e-7715-4a88-a940-dfd551018df3,ReportSettings.ReadWrite.All,Reports Reader,"Allows the app to read and update admin report settings, such as whether to display concealed information in reports, on behalf of the signed-in user.",Read and write admin report settings
cb530fca-534b-4e72-aa74-bca7e8bbd06f,ResourceSpecificPermissionGrant.ReadForChat,Global Reader,"Allows the app to read the resource specific permissions granted on the chat, on behalf of the signed-in user.",Read resource specific permissions granted on a chat
eafad40c-bf7a-415a-b7f8-acdf5706b58f,ResourceSpecificPermissionGrant.ReadForTeam,Global Reader,"Allows the app to read the resource specific permissions granted on the team, on behalf of the signed-in user.",Read resource specific permissions granted on a team
f1d91a8f-88e7-4774-8401-b668d5bca0c5,ResourceSpecificPermissionGrant.ReadForUser,Reports Reader,"Allows the app to read the resource specific permissions granted on a user account, on behalf of the signed-in user.",Read resource specific permissions granted on a user account
e197c06f-ae7b-4398-b0a2-89f76ebca159,RiskPreventionProviders.Read.All,Security Reader,"Allows the app to read your organization's risk prevention providers, on behalf of the signed-in user.",Read all identity risk prevention providers
2a7babba-9623-4109-bc9c-79728cf3bb4f,RiskPreventionProviders.ReadWrite.All,Security Administrator,"Allows the app to read and write your organization's risk prevention providers, on behalf of the signed-in user.",Read and write all identity risk prevention providers
344a729c-0285-42c6-9014-f12b9b8d6129,RoleAssignmentSchedule.Read.Directory,Directory Readers,"Allows the app to read the active role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes reading directory role templates, and directory roles.",Read all active role assignments for your company's directory
8c026be3-8e26-4774-9372-8d5d6f21daff,RoleAssignmentSchedule.ReadWrite.Directory,Privileged Role Administrator,"Allows the app to read and manage the active role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes managing active directory role membership, and reading directory role templates, directory roles and active memberships.","Read, update, and delete all active role assignments for your company's directory"
f71cd05c-3fdb-4568-aef2-e1cf62ee20d4,RoleAssignmentSchedule.Remove.Directory,Privileged Role Administrator,"Allows the app to delete the active role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user.",Delete all active role assignments for your company's directory
eb0788c2-6d4e-4658-8c9e-c0fb8053f03d,RoleEligibilitySchedule.Read.Directory,Directory Readers,"Allows the app to read the eligible role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes reading directory role templates, and directory roles.",Read all eligible role assignments for your company's directory
62ade113-f8e0-4bf9-a6ba-5acb31db32fd,RoleEligibilitySchedule.ReadWrite.Directory,Privileged Role Administrator,"Allows the app to read and manage the eligible role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes managing eligible directory role membership, and reading directory role templates, directory roles and eligible memberships.","Read, update, and delete  all eligible role assignments for your company's directory"
58ac4fa2-b484-4d6e-ba97-beee2a574220,RoleEligibilitySchedule.Remove.Directory,Privileged Role Administrator,"Allows the app to delete the eligible role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user.",Delete all eligible role assignments for your company's directory
48fec646-b2ba-4019-8681-8eb31435aded,RoleManagement.Read.All,Directory Readers,"Allows the app to read the role-based access control (RBAC) settings for all RBAC providers, on behalf of the signed-in user.  This includes reading role definitions and role assignments.",Read role management data for all RBAC providers
9619b88a-8a25-48a7-9571-d23be0337a79,RoleManagement.Read.CloudPC,Windows 365 Administrator,"Allows the app to read the Cloud PC role-based access control (RBAC) settings, on behalf of the signed-in user.ï¿½ï¿½ This includes reading Cloud PC role definitions and role assignments.",Read Cloud PC RBAC settings
dd689728-6eb8-4deb-bd38-2924a935f3de,RoleManagement.Read.Defender,Security Reader,"Allows the app to read the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user. This includes reading M365 Defender role definitions and role assignments.",Read M365 Defender RBAC configuration
741c54c3-0c1e-44a1-818b-3f97ab4e8c83,RoleManagement.Read.Directory,Directory Readers,"Allows the app to read the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user.  This includes reading directory role templates, directory roles and memberships.",Read directory RBAC settings
3bc15058-7858-4141-b24f-ae43b4e80b52,RoleManagement.Read.Exchange,Exchange Recipient Administrator,"Allows the app to read the role-based access control (RBAC) settings for your organization's Exchange Online service, on behalf of the signed-in user. This includes reading Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies.",Read Exchange Online RBAC configuration
501d06f8-07b8-4f18-b5c6-c191a4af7a82,RoleManagement.ReadWrite.CloudPC,Permissions Management Administrator,"Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, on behalf of the signed-in user. This includes reading and managing Cloud PC role definitions and role assignments.",Read and write Cloud PC RBAC settings
d8914f8f-9f64-4bd1-b4d3-f5a701ed8457,RoleManagement.ReadWrite.Defender,Security Reader,"Allows the app to read the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user. This includes reading M365 Defender role definitions and role assignments.",Read M365 Defender RBAC configuration
d01b97e9-cbc0-49fe-810a-750afd5527a3,RoleManagement.ReadWrite.Directory,Privileged Role Administrator,"Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships.",Read and write directory RBAC settings
c1499fe0-52b1-4b22-bed2-7a244e0e879f,RoleManagement.ReadWrite.Exchange,Exchange Administrator,"Allows the app to read and manage the role-based access control (RBAC) settings for your organization's Exchange Online service, on behalf of the signed-in user. This includes reading, creating, updating, and deleting Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies.",Read and write Exchange Online RBAC configuration
cce71173-f76d-446e-97ff-efb2d82e11b1,RoleManagementAlert.Read.Directory,Security Reader,"Allows the app to read the role-based access control (RBAC) alerts for your company's directory, on behalf of the signed-in user. This includes reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert.",Read all alert data for your company's directory
435644c6-a5b1-40bf-8f52-fe8e5b53e19c,RoleManagementAlert.ReadWrite.Directory,Security Reader,"Allows the app to read and manage the role-based access control (RBAC) alerts for your company's directory, on behalf of the signed-in user. This includes managing alert settings, initiating alert scans, dismissing alerts, remediating alert incidents, and reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert.","Read all alert data, configure alerts, and take actions on all alerts for your company's directory"
7e26fdff-9cb1-4e56-bede-211fe0e420e8,RoleManagementPolicy.Read.AzureADGroup,Privileged Role Administrator,"Allows the app to read policies in Privileged Identity Management for Groups, on behalf of the signed-in user.",Read all policies in PIM for Groups
3de2cdbe-0ff5-47d5-bdee-7f45b4749ead,RoleManagementPolicy.Read.Directory,Privileged Role Administrator,"Allows the app to read policies for privileged role-based access control (RBAC) assignments of your company's directory, on behalf of the signed-in user.",Read all policies for privileged role assignments of your company's directory
0da165c7-3f15-4236-b733-c0b0f6abe41d,RoleManagementPolicy.ReadWrite.AzureADGroup,Privileged Role Administrator,"Allows the app to read, update, and delete policies in Privileged Identity Management for Groups, on behalf of the signed-in user.","Read, update, and delete all policies in PIM for Groups"
1ff1be21-34eb-448c-9ac9-ce1f506b2a68,RoleManagementPolicy.ReadWrite.Directory,Privileged Role Administrator,"Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, on behalf of the signed-in user.","Read, update, and delete all policies for privileged role assignments of your company's directory"
fccf6dd8-5706-49fa-811f-69e2e1b585d0,Schedule.Read.All,Global Reader,"Allows the app to read schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on behalf of the signed-in user.",Read user schedule items
63f27281-c9d9-4f29-94dd-6942f7f1feb0,Schedule.ReadWrite.All,Teams Administrator,"Allows the app to manage schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on behalf of the signed-in user.",Read and write user schedule items
07919803-6073-4cd8-bc55-28077db0ee10,SchedulePermissions.ReadWrite.All,Teams Administrator,Allows the app to read/write schedule permissions for a specific role in Shifts application on behalf of the signed-in user.,Read/Write schedule permissions for a role.
7d307522-aa38-4cd0-bd60-90c6f0ac50bd,SearchConfiguration.Read.All,Search Administrator,"Allows the app to read search configuration, on behalf of the signed-in user.",Read your organization's search configuration
b1a7d408-cab0-47d2-a2a5-a74a3733600d,SearchConfiguration.ReadWrite.All,Search Administrator,"Allows the app to read and write search configuration, on behalf of the signed-in user.",Read and write your organization's search configuration
1638cddf-07a4-4de2-8645-69c96cacad73,SecurityActions.Read.All,Security Reader,"Allows the app to read security actions, on behalf of the signed-in user.",Read your organization's security actions
dc38509c-b87d-4da0-bd92-6bec988bac4a,SecurityActions.ReadWrite.All,Security Operator,"Allows the app to read or update security actions, on behalf of the signed-in user.",Read and update your organization's security actions
bc257fb8-46b4-4b15-8713-01e91bfbe4ea,SecurityAlert.Read.All,Security Reader,"Allows the app to read all security alerts, on behalf of the signed-in user.",Read all security alerts
471f2a7f-2a42-4d45-a2bf-594d0838070d,SecurityAlert.ReadWrite.All,Security Operator,"Allows the app to read and write to all security alerts, on behalf of the signed-in user.",Read and write to all security alerts
53e6783e-b127-4a35-ab3a-6a52d80a9077,SecurityAnalyzedMessage.Read.All,Security Reader,Read email metadata and security detection details on behalf of the signed in user.,Read metadata and detection details for emails in your organization
48eb8c83-6e58-46e7-a6d3-8805822f5940,SecurityAnalyzedMessage.ReadWrite.All,Security Reader,"Read email metadata, security detection details, and execute remediation actions like deleting an email, on behalf of the signed in user.","Read metadata, detection details, and execute remediation actions on emails in your organization"
64733abd-851e-478a-bffb-e47a14b18235,SecurityEvents.Read.All,Security Reader,Allows the app to read your organizationï¿½??s security events on behalf of the signed-in user.,Read your organizationï¿½??s security events
6aedf524-7e1c-45a7-bd76-ded8cab8d0fc,SecurityEvents.ReadWrite.All,Security Operator,Allows the app to read your organizationï¿½??s security events on behalf of the signed-in user. Also allows the app to update editable properties in security events on behalf of the signed-in user.,Read and update your organizationï¿½??s security events
a0d0da43-a6df-4416-b63d-99c79991aae8,SecurityIdentitiesHealth.Read.All,Security Reader,Allows the app to read all the identity security health issues of signed user,Read identity security health issues
53e51eec-2d9b-4990-97f3-c9aa5d5652c3,SecurityIdentitiesHealth.ReadWrite.All,Security Operator,Allows the app to read and write identity security health issues on behalf of the signed-in user.,Read and write identity security health issues
2c221239-7c5c-4b30-9355-d84663bfcd96,SecurityIdentitiesSensors.Read.All,Security Reader,Allows the app to read all the identity security sensors of signed user,Read identity security sensors
087c3ad9-c2ca-4b82-9885-d5e25ce9e183,SecurityIdentitiesSensors.ReadWrite.All,Security Operator,Allows the app to read and write identity security sensors on behalf of the signed-in user.,Read and write identity security sensors
c7d0a939-da1c-4aca-80fa-d0a6cd924801,SecurityIdentitiesUserActions.Read.All,Security Reader,Allows the app to read all the identity security available user actions of signed user,Read identity security available user actions
bf230e97-1957-4df6-b3f6-57f9029eacdf,SecurityIdentitiesUserActions.ReadWrite.All,Security Operator,Allows the app to read and write identity security available user actions on behalf of the signed-in user.,Read and perform identity security available user actions
b9abcc4f-94fc-4457-9141-d20ce80ec952,SecurityIncident.Read.All,Security Reader,"Allows the app to read security incidents, on behalf of the signed-in user.",Read incidents
128ca929-1a19-45e6-a3b8-435ec44a36ba,SecurityIncident.ReadWrite.All,Security Operator,"Allows the app to read and write security incidents, on behalf of the signed-in user.",Read and write to incidents
1fe7aa48-9373-4a47-8df3-168335e0f4c9,ServiceActivity-Exchange.Read.All,Global Reader,"Allows the app to read all Exchange service activity, on behalf of the signed-in user.",Read all Exchange service activity
d74c75b1-d5a9-479d-902d-92f8f99182c1,ServiceActivity-Microsoft365Web.Read.All,Reports Reader,"Allows the app to read all Microsoft 365 Web service activity, on behalf of the signed-in user.",Read all Microsoft 365 Web service activity
347e3c16-30f3-4ac7-9b52-fc3c053de9c9,ServiceActivity-OneDrive.Read.All,Reports Reader,"Allows the app to read all One Drive service activity, on behalf of the signed-in user.",Read all One Drive service activity
404d76f0-e10e-460a-92be-ef19600c54d1,ServiceActivity-Teams.Read.All,Reports Reader,"Allows the app to read all Teams service activity, on behalf of the signed-in user.",Read all Teams service activity
55896846-df78-47a7-aa94-8d3d4442ca7f,ServiceHealth.Read.All,Service Support Administrator,Allows the app to read your tenant's service health information on behalf of the signed-in user. Health information may include service issues or service health overviews.,Read service health
eda39fa6-f8cf-4c3c-a909-432c683e4c9b,ServiceMessage.Read.All,Message Center Reader,Allows the app to read your tenant's service announcement messages on behalf of the signed-in user. Messages may include information about new or changed features.,Read service announcement messages
636e1b0b-1cc2-4b1c-9aa9-4eeed9b9761b,ServiceMessageViewpoint.Write,Service Support Administrator,"Allows the app to update service announcement messages' user status on behalf of the signed-in user. The message status can be marked as read, archive, or favorite.",Update user status on service announcement messages
9f9ce928-e038-4e3b-8faf-7b59049a8ddc,ServicePrincipalEndpoint.Read.All,Directory Readers,Allows the app to read service principal endpoints,Read service principal endpoints
7297d82c-9546-4aed-91df-3d4f0a9b3ff0,ServicePrincipalEndpoint.ReadWrite.All,Application Administrator,Allows the app to update service principal endpoints,Read and update service principal endpoints
2ef70e10-5bfd-4ede-a5f6-67720500b258,SharePointTenantSettings.Read.All,SharePoint Administrator,Allows the application to read the tenant-level settings in SharePoint and OneDrive on behalf of the signed-in user.,Read SharePoint and OneDrive tenant settings
aa07f155-3612-49b8-a147-6c590df35536,SharePointTenantSettings.ReadWrite.All,SharePoint Administrator,Allows the application to read and change the tenant-level settings of SharePoint and OneDrive on behalf of the signed-in user.,Read and change SharePoint and OneDrive tenant settings
5a54b8b3-347c-476d-8f8e-42d5c7424d29,Sites.FullControl.All,SharePoint Administrator,Allows the application to have full control of all site collections on behalf of the signed-in user.,Have full control of all site collections
9b4aa4b1-aaf3-41b7-b743-698b27e77ff6,SpiffeTrustDomain.Read.All,Global Reader,Allows the app to read your organization's SPIFFE trust domains and child resources on behalf of the user.,Read SPIFFE trust domains and child resources
8ba47079-8c47-4bfe-b2ce-13f28ef37247,SpiffeTrustDomain.ReadWrite.All,Global Administrator,Allows the app to read and write your organization's SPIFFE trust domains and child resources on behalf of the user.,Read and write SPIFFE trust domains and child resources
9c3af74c-fd0f-4db4-b17a-71939e2a9d77,SubjectRightsRequest.Read.All,Message Center Privacy Reader,Allows the app to read subject rights requests on behalf of the signed-in user,Read subject rights requests
2b8fcc74-bce1-4ae3-a0e8-60c53739299d,SubjectRightsRequest.ReadWrite.All,User Administrator,Allows the app to read and write subject rights requests on behalf of the signed-in user,Read and write subject rights requests
5f88184c-80bb-4d52-9ff2-757288b2e9b7,Subscription.Read.All,Global Reader,Allows the app to read all webhook subscriptions on behalf of the signed-in user.,Read all webhook subscriptions 
7aa02aeb-824f-4fbe-a3f7-611f751f5b55,Synchronization.Read.All,Hybrid Identity Administrator,"Allows the app to read Azure AD synchronization information, on behalf of the signed-in user.",Read all Azure AD synchronization data
7bb27fa3-ea8f-4d67-a916-87715b6188bd,Synchronization.ReadWrite.All,Hybrid Identity Administrator,"Allows the app to configure the Azure AD synchronization service, on behalf of the signed-in user.",Read and write all Azure AD synchronization data
1a2e7420-4e92-4d2b-94cb-fb2952e9ddf7,SynchronizationData-User.Upload,Hybrid Identity Administrator,"Allows the app to upload bulk user data to the identity synchronization service, on behalf of the signed-in user.",Upload user data to the identity synchronization service
2497278c-d82d-46a2-b1ce-39d4cdde5570,TeamMember.Read.All,Teams Administrator,"Read the members of teams, on behalf of the signed-in user.",Read the members of teams
4a06efd2-f825-4e34-813e-82a57b03d1ee,TeamMember.ReadWrite.All,Teams Administrator,"Add and remove members from teams, on behalf of the signed-in user. Also allows changing a member's role, for example from owner to non-owner.",Add and remove members from teams
2104a4db-3a2f-4ea0-9dba-143d457dc666,TeamMember.ReadWriteNonOwnerRole.All,Groups Administrator,"Add and remove members from all teams, on behalf of the signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.",Add and remove members with non-owner role for all teams
d1ba22c6-3f02-4c91-addb-bc3399bcca88,TeamsAppInstallation.ManageSelectedForChat,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall selected Teams apps in chats the signed-in user can access. Gives the ability to manage permission grants for accessing those specific chats' data.",Manage installation and permission grants of selected Teams apps in chats
c67b2d7e-6b80-4218-938a-05e73058e42d,TeamsAppInstallation.ManageSelectedForTeam,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Gives the ability to manage permission grants for accessing those specific teams' data.",Manage installation and permission grants of selected Teams apps in teams
830c2bd9-c335-4caf-bf83-c07fa8a23ef1,TeamsAppInstallation.ManageSelectedForUser,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall seleected Teams apps in user accounts, on behalf of the signed-in user. Gives the ability to manage permission grants for accessing those specific users' data.",Manage installation and permission grants of selected Teams apps in users' personal scope
5248dcb1-f83b-4ec3-9f4d-a4428a961a72,TeamsAppInstallation.ReadForTeam,Global Reader,Allows the app to read the Teams apps that are installed in teams the signed-in user can access. Does not give the ability to read application-specific settings.,Read installed Teams apps in teams
